success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,participant,collect,rt,stimulus,response,response_index,question_order,view_history,task,key_press,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_oobs,coherent_movement_direction,coherence_movement,opposite_coherence_movement,coherent_orientation,coherence_orientation,opposite_coherence_orientation,movement_speed,oob_size,oob_color,movement_speed_randomisation,aperture_width,aperture_height,background_color,aperture_background_color,frame_rate,number_of_frames,stimulus_type,aperture_shape,random_movement_type,random_orientation_type,number_of_apertures,density_unit_area,prompt,aperture_position_left,aperture_position_top,aperture_mode,congruency,isCorrect,id
,,,,,rok,35,2.0.0,94006,cf,true,646,,,,,,expTrial,n,false,"[""a"",""e"",""n"",""k""]",e,1500,true,40,90,60,0,90,0,100,9,7,black,0,600,400,white,#0000,16.76923076923077,39,4,0,0,0,1,null,null,50,50,overlay,incongruent,false,8
,,,,,html-keyboard-response,36,2.1.0,96008,cf,,null,"<p style=""font-size:32px"">Hibás válasz!</p>",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,37,2.1.0,96664,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,38,2.0.0,97280,cf,true,614,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,100,0,9,7,black,0,600,400,white,#0000,16.54054054054054,37,4,0,0,0,1,null,null,50,50,overlay,congruent,true,9
,,,,,html-keyboard-response,40,2.1.0,97935,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,41,2.0.0,98731,cf,true,793,,,,,,expTrial,e,false,"[""a"",""e"",""n"",""k""]",n,1500,true,40,270,60,0,270,0,100,9,7,black,0,600,400,white,#0000,16.80851063829787,47,4,0,0,0,1,null,null,50,50,overlay,incongruent,false,10
,,,,,html-keyboard-response,42,2.1.0,100739,cf,,null,"<p style=""font-size:32px"">Hibás válasz!</p>",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,43,2.1.0,101403,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,44,2.0.0,101898,cf,true,493,,,,,,expTrial,k,true,"[""a"",""e"",""n"",""k""]",k,1500,true,40,0,60,0,0,0,100,9,7,black,0,600,400,white,#0000,16.82758620689655,29,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,11
,,,,,html-keyboard-response,46,2.1.0,102561,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,47,2.0.0,103272,cf,true,709,,,,,,expTrial,e,true,"[""a"",""e"",""n"",""k""]",e,1500,true,40,90,60,0,90,100,0,9,7,black,0,600,400,white,#0000,16.53488372093023,43,4,0,0,0,1,null,null,50,50,overlay,congruent,true,12
,,,,,html-keyboard-response,49,2.1.0,103929,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,50,2.0.0,104593,cf,true,662,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,100,0,9,7,black,0,600,400,white,#0000,16.45,40,4,0,0,0,1,null,null,50,50,overlay,congruent,true,13
,,,,,html-keyboard-response,52,2.1.0,105259,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,53,2.0.0,106201,cf,true,941,,,,,,expTrial,e,true,"[""a"",""e"",""n"",""k""]",e,1500,true,40,90,60,0,90,100,0,9,7,black,0,600,400,white,#0000,16.666666666666668,57,4,0,0,0,1,null,null,50,50,overlay,congruent,true,14
,,,,,html-keyboard-response,55,2.1.0,106866,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,56,2.0.0,107527,cf,true,659,,,,,,expTrial,k,true,"[""a"",""e"",""n"",""k""]",k,1500,true,40,0,60,0,0,100,0,9,7,black,0,600,400,white,#0000,16.846153846153847,39,4,0,0,0,1,null,null,50,50,overlay,congruent,true,15
,,,,,html-keyboard-response,58,2.1.0,107534,cf,,null, ,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,59,2.1.0,116635,cf,,9099,"<div class = ""frame""><p>Túl sokat hibáztál a gyakorló blokkban. Kérlek nyomd be a <span class=""key"">SPACE</span> billentyűt,
            hogy újrakezd a gyakorlást!</p></div>", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,60,2.1.0,117296,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,61,2.0.0,118815,cf,true,-1,,,,,,expTrial,,false,"[""a"",""e"",""n"",""k""]",n,1500,true,40,270,60,0,270,100,0,9,7,black,0,600,400,white,#0000,16.615384615384617,91,4,0,0,0,1,null,null,50,50,overlay,congruent,false,0
,,,,,html-keyboard-response,62,2.1.0,120824,cf,,null,"<p style=""font-size:32px"">Túl lassú voltál!</p>",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,63,2.1.0,121483,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,64,2.0.0,122392,cf,true,907,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,0,100,9,7,black,0,600,400,white,#0000,16.72222222222222,54,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,1
,,,,,html-keyboard-response,66,2.1.0,123049,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,67,2.0.0,123818,cf,true,767,,,,,,expTrial,e,true,"[""a"",""e"",""n"",""k""]",e,1500,true,40,90,60,0,90,0,100,9,7,black,0,600,400,white,#0000,16.804347826086957,46,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,2
,,,,,html-keyboard-response,69,2.1.0,124472,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,70,2.0.0,125127,cf,true,652,,,,,,expTrial,k,true,"[""a"",""e"",""n"",""k""]",k,1500,true,40,0,60,0,0,100,0,9,7,black,0,600,400,white,#0000,16.53846153846154,39,4,0,0,0,1,null,null,50,50,overlay,congruent,true,3
,,,,,html-keyboard-response,72,2.1.0,125788,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,73,2.0.0,126507,cf,true,717,,,,,,expTrial,n,true,"[""a"",""e"",""n"",""k""]",n,1500,true,40,270,60,0,270,0,100,9,7,black,0,600,400,white,#0000,16.58139534883721,43,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,4
,,,,,html-keyboard-response,75,2.1.0,127163,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,76,2.0.0,128057,cf,true,891,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,100,0,9,7,black,0,600,400,white,#0000,16.867924528301888,53,4,0,0,0,1,null,null,50,50,overlay,congruent,true,5
,,,,,html-keyboard-response,78,2.1.0,128715,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,79,2.0.0,129402,cf,true,685,,,,,,expTrial,e,true,"[""a"",""e"",""n"",""k""]",e,1500,true,40,90,60,0,90,100,0,9,7,black,0,600,400,white,#0000,16.682926829268293,41,4,0,0,0,1,null,null,50,50,overlay,congruent,true,6
,,,,,html-keyboard-response,81,2.1.0,130056,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,82,2.0.0,130640,cf,true,582,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,100,0,9,7,black,0,600,400,white,#0000,16.485714285714284,35,4,0,0,0,1,null,null,50,50,overlay,congruent,true,7
,,,,,html-keyboard-response,84,2.1.0,131296,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,85,2.0.0,132067,cf,true,770,,,,,,expTrial,e,true,"[""a"",""e"",""n"",""k""]",e,1500,true,40,90,60,0,90,0,100,9,7,black,0,600,400,white,#0000,16.782608695652176,46,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,8
,,,,,html-keyboard-response,87,2.1.0,132730,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,88,2.0.0,133190,cf,true,459,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,100,0,9,7,black,0,600,400,white,#0000,16.74074074074074,27,4,0,0,0,1,null,null,50,50,overlay,congruent,true,9
,,,,,html-keyboard-response,90,2.1.0,133853,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,91,2.0.0,134434,cf,true,580,,,,,,expTrial,n,true,"[""a"",""e"",""n"",""k""]",n,1500,true,40,270,60,0,270,0,100,9,7,black,0,600,400,white,#0000,16.457142857142856,35,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,10
,,,,,html-keyboard-response,93,2.1.0,135095,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,94,2.0.0,135672,cf,true,575,,,,,,expTrial,k,true,"[""a"",""e"",""n"",""k""]",k,1500,true,40,0,60,0,0,0,100,9,7,black,0,600,400,white,#0000,16.794117647058822,34,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,11
,,,,,html-keyboard-response,96,2.1.0,136336,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,97,2.0.0,137185,cf,true,847,,,,,,expTrial,e,true,"[""a"",""e"",""n"",""k""]",e,1500,true,40,90,60,0,90,100,0,9,7,black,0,600,400,white,#0000,16.705882352941178,51,4,0,0,0,1,null,null,50,50,overlay,congruent,true,12
,,,,,html-keyboard-response,99,2.1.0,137837,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,100,2.0.0,138492,cf,true,653,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,100,0,9,7,black,0,600,400,white,#0000,16.512820512820515,39,4,0,0,0,1,null,null,50,50,overlay,congruent,true,13
,,,,,html-keyboard-response,102,2.1.0,139145,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,103,2.0.0,139766,cf,true,620,,,,,,expTrial,e,true,"[""a"",""e"",""n"",""k""]",e,1500,true,40,90,60,0,90,100,0,9,7,black,0,600,400,white,#0000,16.83783783783784,37,4,0,0,0,1,null,null,50,50,overlay,congruent,true,14
,,,,,html-keyboard-response,105,2.1.0,140420,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,106,2.0.0,140954,cf,true,532,,,,,,expTrial,k,true,"[""a"",""e"",""n"",""k""]",k,1500,true,40,0,60,0,0,100,0,9,7,black,0,600,400,white,#0000,16.375,32,4,0,0,0,1,null,null,50,50,overlay,congruent,true,15
,,,,,html-keyboard-response,108,2.1.0,140959,cf,,null, ,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,128,2.1.0,146068,cf,,5107,"<div class = ""frame""><h2>Gyakorló blokk vége</h2><p style=""text-align: center; max-width: 800px; margin: auto; font-size: 24px"">A gyakorló blokk véget ért.
             Most a kísérleti blokk következik. Ha készen állsz, nyomj le egy tetszőleges billentyűt a kezdéshez!</p></div>", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,129,2.1.0,148075,cf,true,null,"<div class=""frame""><h1>1. Blokk kezdődik</h1></div>",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,130,2.1.0,148734,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,131,2.0.0,149151,cf,true,415,,,,,,expTrial,e,true,"[""a"",""e"",""n"",""k""]",e,1500,true,40,90,60,0,90,100,0,9,7,black,0,600,400,white,#0000,16.2,25,4,0,0,0,1,null,null,50,50,overlay,congruent,true,0
,,,,,html-keyboard-response,132,2.1.0,149806,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,133,2.0.0,150202,cf,true,394,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,100,0,9,7,black,0,600,400,white,#0000,17,23,4,0,0,0,1,null,null,50,50,overlay,congruent,true,1
,,,,,html-keyboard-response,134,2.1.0,150867,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,135,2.0.0,151378,cf,true,508,,,,,,expTrial,n,true,"[""a"",""e"",""n"",""k""]",n,1500,true,40,270,60,0,270,0,100,9,7,black,0,600,400,white,#0000,16.419354838709676,31,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,2
,,,,,html-keyboard-response,136,2.1.0,152042,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,137,2.0.0,152479,cf,true,435,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,100,0,9,7,black,0,600,400,white,#0000,16.615384615384617,26,4,0,0,0,1,null,null,50,50,overlay,congruent,true,3
,,,,,html-keyboard-response,138,2.1.0,153133,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,139,2.0.0,153590,cf,true,455,,,,,,expTrial,e,true,"[""a"",""e"",""n"",""k""]",e,1500,true,40,90,60,0,90,100,0,9,7,black,0,600,400,white,#0000,16.392857142857142,28,4,0,0,0,1,null,null,50,50,overlay,congruent,true,4
,,,,,html-keyboard-response,140,2.1.0,154250,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,141,2.0.0,154720,cf,true,468,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,100,0,9,7,black,0,600,400,white,#0000,16.178571428571427,28,4,0,0,0,1,null,null,50,50,overlay,congruent,true,5
,,,,,html-keyboard-response,142,2.1.0,155374,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,143,2.0.0,155849,cf,true,473,,,,,,expTrial,n,true,"[""a"",""e"",""n"",""k""]",n,1500,true,40,270,60,0,270,0,100,9,7,black,0,600,400,white,#0000,16.785714285714285,28,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,6
,,,,,html-keyboard-response,144,2.1.0,156515,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,145,2.0.0,157121,cf,true,603,,,,,,expTrial,k,true,"[""a"",""e"",""n"",""k""]",k,1500,true,40,0,60,0,0,0,100,9,7,black,0,600,400,white,#0000,16.416666666666668,36,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,7
,,,,,html-keyboard-response,146,2.1.0,157773,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,147,2.0.0,158299,cf,true,524,,,,,,expTrial,e,true,"[""a"",""e"",""n"",""k""]",e,1500,true,40,90,60,0,90,0,100,9,7,black,0,600,400,white,#0000,16.741935483870968,31,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,8
,,,,,html-keyboard-response,148,2.1.0,158964,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,149,2.0.0,159445,cf,true,479,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,0,100,9,7,black,0,600,400,white,#0000,16.482758620689655,29,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,9
,,,,,html-keyboard-response,150,2.1.0,160104,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,151,2.0.0,160490,cf,true,383,,,,,,expTrial,n,true,"[""a"",""e"",""n"",""k""]",n,1500,true,40,270,60,0,270,100,0,9,7,black,0,600,400,white,#0000,16.782608695652176,23,4,0,0,0,1,null,null,50,50,overlay,congruent,true,10
,,,,,html-keyboard-response,152,2.1.0,161155,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,153,2.0.0,161754,cf,true,597,,,,,,expTrial,k,true,"[""a"",""e"",""n"",""k""]",k,1500,true,40,0,60,0,0,100,0,9,7,black,0,600,400,white,#0000,16.8,35,4,0,0,0,1,null,null,50,50,overlay,congruent,true,11
,,,,,html-keyboard-response,154,2.1.0,162413,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,155,2.0.0,162905,cf,true,490,,,,,,expTrial,n,true,"[""a"",""e"",""n"",""k""]",n,1500,true,40,270,60,0,270,0,100,9,7,black,0,600,400,white,#0000,16.466666666666665,30,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,12
,,,,,html-keyboard-response,156,2.1.0,163557,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rok,157,2.0.0,164055,cf,true,496,,,,,,expTrial,a,true,"[""a"",""e"",""n"",""k""]",a,1500,true,40,180,60,0,180,0,100,9,7,black,0,600,400,white,#0000,16.666666666666668,30,4,0,0,0,1,null,null,50,50,overlay,incongruent,true,13
,,,,,html-keyboard-response,158,2.1.0,164713,cf,,null,<h1>+</h1>,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
